NAME,YEAR_EST,UNIQUE_ID_ROUND____STATE____ACC,TYPE,SITE_TYPE,FACILITY_TYPE,PROGRAM_TYPE,LAT,LNG,ADDRESS1,CITY,REGION,STATE,ZIP,COUNTY,ADDITIONAL_LOCATION_INFO,CONGRESSIONAL_DISTRICT,RELIGION,RACE,URL,VISITOR_PHONE,VISITOR_INFO_EMAIL,OPEN,COUNTRY,NPS_UNIT,PARK_NAME,PARK_CODE,NATIONAL_HISTORIC_ID,NPS_REGION,ASSOCIATED_PEOPLE,ASSOCIATED_ORGANIZATIONS,FREEDOM_SEEKERS,UGRROPS,Stamps,ABSTRACT
Alexander Campbell House,2017,34OH01,Site,"Other, Association with Prominent Person",,,38.747211,-83.847332,114 Front Street,Ripley,Midwest,Ohio,45167,Brown,,2,,,N/A,No,No,No,USA,No,,,85000552,Midwest,,,,,No,"The two-story white brick home, located on Ripley, Ohio's Front Street, on the Ohio River, was the residence of Dr. Alexander Campbell (1779-1857), a physician, politician, and merchant who was active in the Underground Railroad. Often referred to as the state's first abolitionist, Campbell, a man of uncompromising anti-slavery principles, came to Ohio from Kentucky, in 1803 or 1804, after freeing the enslaved people that he had inherited. He moved to Ripley in 1815, becoming the town's first physician. While it was remembered that a freedom seeker stopped at his home around 1826, he largely worked behind the scenes, assisting in planning and organization of Ripley's Underground Railroad activities."
Erie Street Cemetery,2017,34OH02,Site,Cemetery,,,41.497977,-81.681677,2254 East 9th Street,Cleveland,Midwest,Ohio,44115,Cuyahoga,,11,,,N/A,440-235-4441,No,Yes,USA,No,,,,Midwest,,,,,No,"Established in 1826, Erie Street Cemetery, originally known as ""City Cemetery,"" is considered the oldest existing cemetery in Cleveland, Ohio, and is where many of the city's early settlers and pioneers are buried, including some who were involved in Underground Railroad activities. Those buried in the cemetery with a documented association with the Underground are: Reuben Harmon (R.H.) Blackmer (1793-1862): A grocer, originally from Vermont who was a member of the Fugitive/Freedmen's Aid Society. Major Lorenzo Carter (1766/67-1814): Considered Cleveland's first permanent white settler, he assisted a freedom seeker simply remembered as ""Ben."" John Malvin (1795-1880):A free-born African American, who was active in the Underground Railroad in Cincinnati and Cleveland. Madison Tilley (1824-1887): A freedom seeker from Tennessee who became further involved in the Underground Railroad in Cleveland as a member of the Fugitive/Freedmen Aid Society. At one time, here were more Underground Railroad operatives buried in the cemetery, but their bodies were removed and reinterred at other area cemeteries. Those include Thomas Thomas Bolton (1809-1871), an attorney who was involved in an 1841 fugitive slave case and David Hazzard Crosby (1824-1890), an African American who was on the executive committee of the Fugitive Aid/Freedmen's Aid Society. The 8-acre cemetery currently contains approximately 14,000 burials of its original 18,000 burials. It is owned and maintained by the city."
James A. Garfield National Historic Site,2017,34OH03,Site,"Other, Association with Prominent Person",,,41.663994,-81.351017,8095 Mentor Avenue,Mentor,Midwest,Ohio,44060,Lake,,14,,,https://www.nps.gov/jaga/index.htm,440-255-8722,No,Yes,USA,Yes,James A. Garfield NHS,jaga,66000613,Midwest,,,,,No,"Located in Mentor, Ohio, the James A. Garfield National Historic Site is a unit of the National Park System that commemorates and interprets the life of James Abram Garfield (1831-81), 20th President of the United States. The site includes the home the Garfields purchased in 1876 and that was the site of Garfield's 1880 ""front porch"" presidential campaign. Garfield was anti-slavery in the years leading up to the Civil War and evidence shows that at least twice in his early life, James Garfield provided assistance to freedom seekers. Once the war began he joined the Union army to help save the nation and abolish slavery. Garfield made it very clear that slavery was, in his view, the primary cause of the war. As a Union officer, he expressed great frustration at being unable to help enslaved African Americans escape the ""peculiar institution."" During his Civil War service, he advocated for and participated in the Union army freeing those enslaved in the South and providing refuge for African Americans trying to escape from plantations and the Confederacy. During his long career in the House of Representatives (1863-1881), Garfield was a steady and constant supporter of the civil and political rights of the formerly enslaved. Upon becoming President in 1881, Garfield, one of the few prominent Republicans still vocally advocating for civil rights, called ""the elevation of the Negro race from slavery to the full rights of citizenship the most important political change we have known since the adoption of the Constitution of 1787."" His work for the abolition of slavery and African American civil rights, including participating in the Underground Railroad makes James A. Garfield National Historic Site€the only national site dedicated to the interpretation of President Garfield's life and career€a highly appropriate site to include on the National Underground Railroad Network to Freedom."
Rankin-McNishe House,2017,34OH04,Site,Station,,,38.748466,-83.848593,220-224 Front Street,Ripley,Midwest,Ohio,45167,Brown,,2,,,N/A,No,No,No,USA,No,,,85000552,Midwest,,,,John Rankin,No,"The Rankin-McNishe House in Ripley, Ohio is a three-family dwelling originally built in the fall of 1823 by Rev. John Rankin, a well-known Underground Railroad conductor. John Rankin assumed pastoral duties at First Presbyterian Church in 1822. While living here, John Rankin expressed his anti-slavery feelings by writing his ""Letters on Slavery"", which were published in the Castigator, a local anti-slavery newspaper that operated out of one of the home's apartments. In 1828, fearing those who opposed his anti-slavery lectures, Rankin bought land and built a house, overlooking the river valley. While it is this later residence located on what came to be known as ""Liberty Hill"" that is most associated with Rankin's Underground Railroad activities, he was also associated with activities at his earlier Front Street home, even after he no longer resided there. Indications of this come from an incident that occurred when William and Lucinda McNishe, Rankin's brother in-law and sister in-law, who purchased the home from Rankin in 1828 were living there. In the 1830s a teenage enslaved girl who had escaped from Maysville, Kentucky came to their door because she knew the house with three front doors was a gateway to freedom. With John Rankin's help, the McNishes were able to get the girl away from Ripley and safely on her journey north to freedom."
Rutherford B. and Lucy Hayes' Home at Spiegel Grove,2017,34OH05,Site,"Legal Challenge,Commemorative Site/Monument",,,41.341789,-83.129055,Spiegel Grove,Fremont,Midwest,Ohio,43420,Sandusky,,4,,,https://www.rbhayes.org/,419-332-2081,No,Yes,USA,No,,,66000624,Midwest,,,,,No,"The 25-acre estate, Spiegel Grove in Fremont, Ohio, is a monument to the 19th President of the United States Rutherford B. Hayes (1822-1893) and his wife Lucy Ware Webb Hayes (1831-1889). The house began as a summer home in 1863 (when construction completed), becoming a primary residence from 1873 until the President's death in 1893. Early in his career, probably as a result of his wife's anti-slavery influence, Hayes defended fugitive slaves as a lawyer in Cincinnati, helping to uphold the freedom of Rosetta Armstead and other enslaved people who had escaped from the South. As a general in the northern army during the Civil War he fought specifically for the purpose of ending slavery stating, ""freedom, freedom for all. We all know that is the essence of this contest."" Having helped to secure the freedom of a few through the legal process and then helping to end slavery as a soldier, he then hoped to secure political rights for freed men as a politician. Working to ensure the passage of the Fourteenth and Fifteenth Amendments and fighting attempts by Southern leaders to remove federal protection of voting polls in the federal elections. The home, now part of the Rutherford B. Hayes Presidential Library , Museums, became a state-owned property in 1965 and has been open for tours since."
Robert Smalls Burial Site at Tabernacle Baptist Church,2017,34SC01,Site,Cemetery,,,32.433101,-80.671987,907 Craven St,Beaufort,Southeast,South Carolina,29902,Beaufort,,1,Baptist,African American,N/A,No,No,Yes,USA,No,,,,Southeast,,,,,No,"In 1862, Robert Smalls, along with family and friends, escaped enslavement in Charleston, South Carolina, on a stolen Confederate ship. Smalls was born enslaved on April 5, 1839, in Beaufort, South Carolina. When Smalls was 12, his owner, Henry McKee, sent the boy to Charleston to be hired out. Smalls' love of the sea led him to work on the docks and wharves of Charleston, which quickly made him deeply knowledgeable of Charleston Harbor.  In the fall of 1861, Smalls was assigned to steer the CSS Planter (a lightly armed Confederate military transport). On May 12, 1862, the Planter's three white officers decided to spend the night ashore. At about 3 a.m. the following morning, Smalls and seven of the eight enslaved crewmen made a run for the Union ships blockading the harbor. Smalls, dressed in the captain's uniform and a straw hat, not only sailed the Planter out of the southern wharf, but also stopped to free his and the crewman's families. Smalls became a hero and his accomplishments were celebrated in the North and among African Americans nationwide. He went on to dedicate his life to achieving equality for all. He held a variety of public offices, including severing five terms in the U.S. House of Representatives.
Smalls died February 23, 1915, and is buried in the Tabernacle Baptist Church cemetery in Beaufort. Tabernacle Baptist Church is an active congregation."
Edward T. Sheldon Burial Site at Evergreen Cemetery,2018,35CO01,Site,Cemetery,,,38.81978,-104.80308,1005 Hancock Expressway,Colorado Springs,InterMountain,Colorado,80903,El Paso,,5,,,https://coloradosprings.gov/,719-385-6251,No,Yes,USA,No,,,11000157,InterMountain,,,,,No,"The Evergreen Cemetery in Colorado Springs, Colorado, is the final resting place of Edward Thompson Sheldon (1838-1911), an Underground Railroad operative who assisted freedom seekers in Southwest Iowa. In February 1860, Sheldon was involved in an Underground Railroad incident in which brothers William and John Thompson, John Martin, and one unidentified man believed to have been formerly enslaved from Indian Territory arrived in Tabor, Iowa. It is not clear if the men were free or had escaped, but regardless of their status they were treated as if they were freedom seekers traveling along the Underground Railroad. The men were forwarded to Edward Sheldon and Newton Woodford, who planned to transport the men to Lewis, Iowa in a covered wagon. However, their journey was temporarily cut short when they were spotted by a band of pro-slavery men in Mud Creek who had obtained a warrant from Justice of the Peace John Cramer for the arrest of Sheldon and Woodford for aiding the four men escape from slavery. Sheldon and Woodford were jailed in Glenwood, Iowa and brought to trial, where they were acquitted of all charges. Meanwhile proslavery men began to transport the four men to Missouri. Sheldon did not let his brush with the law deter him and shortly after being released, he, along with several abolitionists from Tabor, Iowa, went on to rescue the four men. Sheldon later served as a Captain in the Union Army, settled in Colorado where he later died on December 29, 1911."
Crete Cemetery and Crete Congregational Church,2018,35IL01,Site,Cemetery,,,41.444175,-87.634841,550-570 West Exchange Street,Crete,Midwest,Illinois,60417,Will,,2,,,N/A,No,No,No,USA,No,,,,Midwest,,,Caroline Quarles,,No,"The Crete Cemetery and the First Congregational Church were created in the 1850s by a community with extensive commitments starting in the late 1830s to the anti-slavery movement and to providing assistance for freedom seekers traveling through northeastern Illinois. In 1841, a predecessor congregation in Crete Township passed one of the earliest anti-slavery resolutions issued in Illinois, and in 1843, members hosted a visit by Caroline Quarlls on her epic journey to freedom from St. Louis to Canada. Local history and family records provide documentation that beginning in the 1830s, the Batchelder, Beebe/Beach, Brown, Cook, and Cushing families provided direct assistance for a large number of freedom seekers. In 1843, Samuel Cushing was taken to court, accused of assisting fugitives. These families provided leadership and support for the congregation and the cemetery association. In addition, the Cole and Safford families who were active in assisting freedom seekers are buried in the cemetery although they helped start the Methodist Church. The cemetery was established in 1848 and the church building erected in 1853. The cemetery is owned by a community corporation. The church building is immediately east of it and has been privately owned and used for antique shops since 1963."
Grover Barn,2018,35KS01,Site,"Station,Transportation",,,38.941205,-95.269296,2819 Stone Barn Terrace,Lawrence,Midwest,Kansas,66047,Douglas,,2,,,N/A,No,No,Yes,USA,No,,,,Midwest,John Brown (Owner),,,"Joel Grover,John Brown",Yes,"Joel (1825-1879) and Emily Grover (1839-1921) sheltered freedom seekers in their 1858 stone barn on their farm near Lawrence, Douglas County, Kansas Territory during the late 1850s. The Grover Barn is documented to have been involved on at least two incidents with the Underground Railroad. One incident involved two freedom seekers that were transported to the barn and the other involved eleven ""slaves"" and a free-born baby who were hidden at the Grover barn in January 1859. The abolitionist, John Brown and his men had helped to liberate the group from slavery in Missouri the previous December in a highly publicized raid. After a brief stay at Grover barn on his last trip to Kansas, Brown led the freedom seekers to Detroit, Michigan, and saw them cross over into Canada. The Grover barn and a portion of the original farm remained in the Grover family for 105 years. From 1963- 1976 the barn was used as an artist's studio and in 1980 the City of Lawrence acquired the building for use as a Fire Station through 2006. This structure is one of the best preserved Underground Railroad stations still standing in Lawrence and is nationally significant not only because of its connection to John Brown, but also because of the rich documentation that exists about the twelve freedom seekers and their route to Canada."
Faneuil Hall,2018,35MA01,Site,Other,,,42.360316,-71.054622,Faneuil Hall Square,Boston,Northeast,Massachusetts,2109,Suffolk,,8,,,https://www.nps.gov/bost/learn/historyculture/fh.htm,617-242-5642,No,Yes,USA,Yes,Boston National Historic Park,/bost,66000368,Northeast,,Boston Vigilance Committee,George Latimer,,No,"Built in 1742, Faneuil Hall has a long and cherished history in Boston. Though most known for its role as a focal point for colonial protests against Parliament in the years leading up to the American Revolution, Faneuil Hall later served as an important gathering space for public dissent and organized resistance to the fugitive slave laws of the country, making it an integral site in the Underground Railroad network. Beginning in the late 1830s, Boston's abolitionists began regularly using Faneuil Hall to host their meetings and rallies. Oftentimes, they called these meetings in response to high profile fugitive slave cases in the city. The abolitionists not only protested the arrest of fugitive slaves but also actively organized against the fugitive slave laws here. They pressured state and local officials to resist enforcing these federal laws and formed vigilance committees to assist those seeking freedom on the Underground Railroad, encouraging supporters to help those in need and thwart the slave catchers. Faneuil Hall provided an important venue where black and white abolitionists gathered to plan their collective action in support of those seeking their freedom on the Underground Railroad."
"Reddy Gray Burial Site, Loudon Park National Cemetery",2018,35MD01,Site,Cemetery,,,39.280508,-76.674865,Loudon Park National Cemetery,Baltimore,Northeast,Maryland,21228,Baltimore,,7,,,https://www.cem.va.gov/cems/nchp/loudonpark.asp,410-644-9696,No,Yes,USA,No,,,96000655,Northeast,,United States Colored Troops,,,No,"The Reddy Gray Burial Site is the final resting place for a former slave who like so many others used the Underground Railroad to transition from a life of servitude to a free life. What is unique about Reddy Gray is we have good records on both halves of his life. He was born into servitude in Baltimore County, Maryland in 1842, the property of Thomas Cradock Risteau. After spending his early years as a field hand and carriage driver, he escaped in 1863. A runaway ad in the Baltimore Sun on February 3, 1863, documented his escape and called for his capture. Gray either eluded capture or it was short-lived as one year later he enlisted with the United States Colored Troops (USCT) in Baltimore. Surviving the war, his life as a free man in and around Baltimore is documented in pension, city directory and census records. He worked, married and raised a family. He was buried in Loudon Park National Cemetery upon his death in 1922. His post-escape life defied the stereotype of the helpless freedman. It also shows that someone formerly enslaved has a rich history which can be reclaimed through careful research."
Second Baptist Church,2018,35MI01,Site,"Church w/ Active Congregation,Other",,,42.334976,-83.043025,441 Monroe Street,Detroit,Midwest,Michigan,48266,Wayne,,13,Baptist,African American,http://www.secondbaptistdetroit.org/,313-961-0920,No,Yes,USA,No,,,75000970,Midwest,,Vigilance Committee,,George DeBaptiste,No,"Second Baptist Church of Detroit, Michigan, is the oldest African American congregation in Detroit and was on the forefront of the Underground Railroad. Established in 1836, as the Society of Second Baptist, by thirteen African Americans, largely in protest to the racism and segregation that they experienced at First Baptist Church. Not only did Second Baptist play an important role in Underground Railroad activities, but Underground Railroad activities played an important role in Second Baptist. It was the 1833 ""Blackburn Affair,"" an Underground Railroad event, that is partly credited for prompting the organization of the church. After the church's founding, the church continued to play an active role in Underground Railroad activities. Several of the church's pastors and members of congregation, are documented to have been participants in the. Included among them are some of Detroit's most well-known activists: Robert Banks, George De Baptiste, William Lambert, Rev. William C. Monroe, and Madison J. Lightfoot. These men were also part of the Colored Vigilant Committee of the City of Detroit (CVC). Comprised entirely of African Americans, the CVC was the leading Underground Railroad organization in the city and Second Baptist served as an important meeting place for the CVC. Since its founding, the congregation has been located in various locations, but has been at its current location since 1857. Its congregation remains active and has a long history connected to African Americans' struggle for civil rights."
McCague House,2018,35OH01,Site,Station,,,38.748546,-83.848151,212 North Front Street,Ripley,Midwest,Ohio,45167,Brown,,2,,,N/A,No,No,No,USA,No,,,85000552,Midwest,,,,,No,"The McCague House located on Front Street in Ripley, Ohio, right along the Ohio River, across from Kentucky was a station of the Underground Railroad. Thomas McCague (1793-1864) was a wealthy owner of a pork packing plant and flourmill in Ripley, and was also involved in banking. Thomas and his wife, Catharine Platter (1792-1879), also known as ""Kitty"" or ""Aunt Kitty"", were Underground Railroad operatives who assisted freedom seekers on their journeys out of bondage. The McCagues, part of an extensive a network of area families who offered assistance freedom seekers, worked with several operatives in Ripley to hide and transport freedom seekers north. Many operatives documented their collaboration with the McCagues including John Parker and members of John Rankin's family. The McCagues are most noted for being involved in an escape involving Eliza Harris, the inspiration for a character in Uncle Tom's Cabin by Harriet Beecher-Stowe, when she returned to help members of her family who remained enslaved."
Joseph Grinnell Mansion,2018,36MA01,Site,"Station, Association with Prominent Person, Commemorative Site/ Monument",,,41.62891632,-70.92918549,379 County Street,New Bedford,Northeast,Massachusetts,02740-4988,Bristol,"West Side of County Street, at the head of Russell Street",9,,,www.wihed.org,1-800-720-1195,No,No,USA,No,,,Grinnell Mansion,Northeast,"Nathaniel Willis, Cornelia Grinnell Willis",,Harriet Ann Jacobs,,No,"The New Bedford Historical Society is nominating the Grinnell Mansion, New Bedford, Massachusetts, for its link to the life of Harriet Jacobs (1813- 1897), noted 19th century writer, abolitionist, lecturer, nurse, and author of Incidents in the Life of a Slave Girl. Harriet's slave narrative is the most important narrative written by an African American woman and published by herself. The Grinnell Mansion was built in 1831, in a city well known for its part in the abolitionist movement, the Mansion was the home of Joseph Grinnell, one of the city's wealthiest and most influential citizens, and his daughter, Cornelia. In 1842, Harriet escaped from North Carolina and, with the assistance of the Underground Railroad's network to freedom, eventually arrived in New York City. There, she was hired as a nursemaid by Nathaniel Parker Willis and his wife, Cornelia Grinnell Willis. In 1851 and 1852, upon learning of Harriet's owner's arrival in New York and fearing Harriet would be captured and re-enslaved, Mrs. Willis arranged for Harriet to get to New Bedford on two documented occasions for sheltering in the Mansion, until she could buy Harriet's freedom."
Angola Maroon Community,2018,36FL01,Site,"Escape site, Destination, Maroon Community, Archaeological Site",,,27.497288,-82.549509,1312 2nd Avenue E,Bradenton,Southeast,Florida,34208,Manatee,Manatee Mineral Spring Park: 1.96 acres situated at the corner of 2nd Ave East and 14th Street East in East Bradenton. The park (comprised of 3 legal lots) is 1 block south of the Manatee River and roughly rectangular in shape. The spring outlet is near t,6,,,N/A,No,No,Yes,USA,No,,,,Southeast,,,,,Yes,"During the early 1800s, as many as 750 people made up the Angola Maroon Community that sprung up around a freshwater spring along the Manatee River in what is now Manatee Mineral Spring Park in Bradenton, Florida. Archaeological investigations identified evidence of Angola around the spring. An interpretive sign details the history of the maroons and of Angola. Angola (a name given to the site by historians) was a haven for free and formerly enslaved Blacks. Some were self-emancipated, having escaped from enslavement, others were born free in Spanish Florida. In the 1810s, border skirmishes and slave raids in northern Florida caused men, women, and children to seek safety south of the Manatee River. Families spread out along the Manatee River, the Braden River, and south towards Sarasota. They lived in freedom for a precious five years. Angola was destroyed in 1821 when over 300 individuals were captured. Those who escaped made their way to Cape Florida, where they met up with British boats and traveled to the Bahamas."
Negro Fort,2018,36FL02,Site,"Escape, Destination, Military Rescue, Maroon Community, Transportation Route, Archeological Site, Association with Prominent Person",,,29.94076132,-85.00704297,736 Fort Gadsden Road,Eastpoint,Southeast,Florida,32328,Franklin,"Prospect Bluff Historic Sites, USDA Forest Service, Apalachicola National Forest",2,,,https://www.fs.usda.gov/recarea/apalachicola/recarea/?recid=75221,850-643-2282,arepp@fs.fed.us,Yes,USA,No,,,"Fort Gadsden Historic Memorial, Negro Fort and/or British Fort",Southeast,,,,,Yes,"The British built the Negro Fort at Prospect Bluff, in Eastpoint, Florida, during the War of 1812, allying themselves with Indian and maroon communities located along the Apalachicola River. The river and its headwaters had been the destination for escaped slaves since 1716, and the fort became the new center of that activity. The fort was built with the help of Black Cuban soldiers and manned by Black British Colonial Marines who had received their freedom by joining the British to fight against the Americans. The British posted hand bills across the south inviting all slaves to come to the fort to find freedom. Thousands took up the offer. By the time the war ended, maroon plantations extended for fifty miles upriver from the fort. After the British left in 1815, the fort served as a portal to freedom for increasing numbers of escaped slaves. During the fort's two-year operation, slaves from as far away as Virginia and as near as Pensacola came here. Transported by the British or finding their way on their own, formerly enslaved persons departed from the Negro Fort to establish free communities that still exist in the Bahamas, Mexico, Trinidad, Nova Scotia, Sierra Leone, Cuba, Texas , and Florida. In 1818, after a devastating American attack killed or wounded most of the maroon community at the site, an American fort, Fort Gadsden, was built under the direction of then Gen. Andrew Jackson. The current site is 92.6 acres."
Illinois & Michigan Canal Headquarters,2018,36IL01,Site,"Transportation Route, Association with Prominent Person",,,41.590233,-88.057384,803 South State Street,Lockport,Midwest,Illinois,60441,Will,"west of State Street, east of Commerce Street, south of 8th street",3,,,https://willhistory.org/,815-838-5080,No,Yes,USA,No,,,"Will County Historical Society Headquarters (NR #72000467), Lockport Historic District (NR #75000676)",Midwest,Ichabod Codding,,,"Peter Stewart, John Hossack, ",No,"The Illinois & Michigan [the I & M] Canal Headquarters building in Lockport, Illinois, is nominated for inclusion in the Network to Freedom listings as the key site for recognizing the importance of the Canal in the journeys of freedom seekers through northern Illinois. Activities at this site were central to the building and administration of the Canal. Constructed in 1837, this is the most significant pre-Civil War public building still standing in northern Illinois. For decades, freedom seekers escaping from the south and traveling north along the Mississippi River valley often came up the Illinois River valley and then headed for Chicago, often along the route of the Canal. There is documentary evidence of their travels, both during its construction from 1836 to 1848 and after its completion. There is also evidence of the Canal as a site of rescue for some being transported back to slavery. The use of the canal in UGRR activities was facilitated by activists who lived along the canal and canal leaders and workers who were supporters of the abolitionist cause. For instance, Peter Stewart, who served as superintendent of the Canal after it opened in 1848 was indicted in 1843 for assisting fugitives and talked of himself as €œpresident€ of the Underground Railroad in Illinois. John Hossack, of Ottawa, a town on the Canal, who became nationally known after being arrested in 1859 for violating the Fugitive Slave Law, had been involved in the building of the canal and had encounters with freedom seekers while traveling on the Canal. Ichabod Codding, the great anti-slavery orator and UGRR activist used Lockport as his home base, often traveled on the Canal and is buried nearby. The building was placed on the National Register of Historic Places in 1972; is in the Lockport Historic District [on the National Register in 1975]; and is in the Illinois and Michigan Canal National Heritage Area.  It is now the home of the Will County Historical Society which maintains the bui"
Forever Free,2018,36NE01,Program,,,Curriculum-Based Education,41.247735,-96.048715,Westside High School,Omaha,Midwest,Nebraska,68114,Douglas,,2,,,N/A,No,No,No,USA,No,,,,Midwest,,,,,No,"Forever Free is a curriculum-based educational program that was developed by history teacher Barry Jurgensen in 2009 to provide place based and group/collaborative learning opportunities for secondary students to engage with the history of the Underground Railroad (UGRR) through the gathering of primary sources to document UGRR activity, with the goal of nominating sites to the National Underground Railroad Network to Freedom (NTF) Program. In addition to learning about the Underground Railroad, the program teaches students historical research methods and real world applications. This program was first introduced into an Honors History class at Arlington Public Schools in Arlington, Nebraska and led to the successful nomination of 28 sites in Nebraska, Iowa, South Dakota, Colorado, and Ohio to the NTF. Currently, the program is located at Westside Community Schools in Omaha, Nebraska, where it builds upon the school district's literacy framework, as the basis for Critical Thinking and Problem Solving in Social Studies, an elective course at Westside High School. Following the success of the program, Jurgensen and his students have been invited to speak about the program at conferences, local historical societies, community forums, and churches several times each year. Jurgensen also strives to connect the history of slavery to modern day slavery and has helped students take action against ongoing social injustice."
Michigan Street Baptist Church,2018,36NY01,Site,"Church, Destination, Association with Prominent Person",,,42.886321,-78.867279,511 Michigan Avenue,Buffalo,Northeast,New York,14203,Erie,,23,Baptist,,https://www.michiganstreetbuffalo.org/,716-854-7976,No,Yes,USA,No,,,"Macedonia Baptist Church, 90NR01209",Northeast,"Peyton Harris, John Dandridge, Samuel Davis, Rev. Duke W. Anderson, Rev. Samuel Davis",,"Rev. Rufus Perry, Rev. J. Sella Martin",,No,"Led by members and ministers who had escaped from slavery, the Michigan Street Baptist Church, founded in 1836 and built from 1845-49, became a center of Underground Railroad activity and abolitionist activism before the Civil War. Documentary evidence of several escape stories (1835, 1847, 1850s, and 1860) provides clues. So does evidence of ministers, elders, trustees, and members who had escaped from slavery and were active in the Underground Railroad (including Rev. Rufus Perry, enslaved in Tennessee; Rev. J. Sella Martin, enslaved in North Carolina; and trustees Peyton Harris, John Dandridge, and Henry K. Thomas, all from Virginia). Freeborn church members (such as Rev. Duke W. Anderson and Rev. Samuel Davis) were also active in the UGRR. These stories receive support from statistical evidence. Based on known birthplaces, eighty-nine percent of people affiliated with the Michigan Street Baptist Church before 1870 had been born in a slave state, seven of them definitely enslaved and the rest most likely enslaved. This church has been continuously owned and occupied by African Americans and is now the oldest standing African American church in Buffalo."
Sutliff Museum,2018,36OH01,Facility,,Archive,,41.240346,-80.822883,444 Mahoning Ave. Northwest,Warren,Midwest,Ohio,44483,Trumbull,,13,,,http://www.sutliffmuseum.org/,330-395-6575,No,Yes,USA,No,,,,Midwest,Sutliff Family,,,,No,"The Sutliff Museum, located inside the Warren-Trumbull County Public Library in Warren, Ohio, was established in 1971. The Museum has a diverse collection of materials, both published and unpublished, showing the importance of the Sutliff family and Warren, Ohio in the anti-slavery movements, including the Underground Railroad. The Museum's mission, directed by its founder, Phebe Temperance Sutliff, is to preserve, exhibit, and interpret its collection and educate the community on the significance of the Sutliff family's influence on the local and national levels, the Victorian era, and the anti-slavery movements. From a hobble removed from the ankle of a freedom seeker (circa 1860) to the 1830 charter of the Vernon township women's anti-slavery society, the Sutliff Museum collection attempts to provide researchers and visitors with both broad and detailed interpretations of Warren and Trumbull County's history of the anti-slavery and Underground Railroad movements in relation to the Sutliff Family and their activities. The family's document collection contains letters, documents, and newspapers from 1835-1865 that give accounts of local anti-slavery activities and points of view. The Sutliff Museum is in position to be the logical location for research materials and objects, and has a director and board that continue to support the continued preservation of the collection."
Harriet Tubman UGRR Visitor Center,2019,37MD01,Program,,,State park,38.477237,-76.143928,4068 Golden Hill Road,Church Creek,Northeast,Maryland,21622,Dorchester,,1,,,N/A,410-221-2290,No,Yes,USA,No,,,,Northeast,,Network to Freedom,Harriet Tubman,,No,"The Harriet Tubman UGRR Visitor Center is a 10,000 sq. ft. facility that immerses the visitor in the world of Tubman and other freedom seekers through multi-media and tactile exhibits that are both emotional and evocative. Themes highlight Tubman's early years in MD in the context of slavery on the Eastern Shore, the UGRR as a resistance movement, and Tubman's rescue missions and networks. Her work as a scout, spy, nurse, and strategist during the Civil War are also emphasized as well as her work as a humanitarian and suffragist. Park rangers facilitate meaningful connections between visitors and Tubman's life and legacy through interpretive programs and orientations. Since opening in March 2017, the Visitor Center also serves as the headquarters for the National UGRR Network to Freedom (NTF) Program and features an interactive electronic program highlighting NTF listings in the Center lobby. The Center library also provides access to electronic databases related to slavery and abolitionism. The bookstore, operated by Eastern National, complements the interpretive experience by offering quality educational souvenirs and historical books. An orientation film entitled Harriet Tubman: Soldier of Freedom will be featured in the Center theater in 2019."
Ton Farm Site,2019,37IL01,Site,Station,,,41.65091558,-87.60775649,557 E. 134th Place,Chicago,Midwest,Illinois,60827,Cook,,2,,,N/A,No,No,By Appoinment,USA,No,,,,Midwest,,,,,No,"At the south edge of the City of Chicago, 15 miles due south of downtown, is the historic Jan and Aagje Ton Farm Site. Local history sources and family traditions, document the participation of the Ton Family, Dutch Immigrants, in the Underground Railroad. In the late 1840s, Dutch immigrants came to areas south of Chicago. Among the key settlers was the family of Jan and Aagje Ton, who, in 1853, acquired property on the north side of the Little Calumet River. This area was an important transportation route. Near their farm, early settlers developed a ferry, then toll bridge, across the river. Starting in 1837, the heavy traffic between Chicago and Detroit was funneled across this ferry and bridge. For the next 20 + years, this also became the major road for the movement of freedom seekers. The Ton Farm's proximity to routes going in and out of Chicago, provided opportunities for participation in the Underground Railroad. The Tons, working with others in the area, assisted freedom seekers traveling by lake or overland from the Chicago area to Detroit and Canada. The original Ton farm was 40 acres, now subdivided into many parcels and the historic buildings on the site are gone. This application is tied to a set of three privately owned parcels on the riverfront, just under one acre, where the farm house and outbuildings were located."
